number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
94,15,14,15,18,"""That's amazing!""",5,WOWEE
95,16,14,16,16,Color classification,3,HUE
96,17,14,17,20,Naval Academy grads,7,ENSIGNS
97,0,15,0,17,Basic personal information,3,AGE
98,1,15,1,20,"""Spill it!""",6,TELLME
99,5,15,5,18,Flow slowly,4,SEEP
101,10,15,10,18,"""Not gonna happen!""",4,UHUH
102,14,15,14,20,Counts (on),6,RELIES
104,7,16,7,20,Tropical vine,5,LIANA
109,8,17,8,20,"""Brown ___ Girl""",4,EYED
111,12,17,12,20,Pool shade,4,AQUA
112,13,17,13,20,Kind of discount,4,BULK
114,18,17,18,20,Nothin',4,NADA
115,19,17,19,20,Words of reassurance,4,IMOK
116,20,17,20,20,Actress Garr,4,TERI
118,3,18,3,20,Hot spot in England?,3,TEA
119,9,18,9,20,Airport inits.,3,TSA
120,16,18,16,20,Dance with a paradiddle step,3,TAP
