number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
108,0,18,11,18,Census-taking of a Midwest capital?,12,MADISONCOUNT
111,13,18,20,18,Begin,8,STARTOUT
113,0,19,4,19,Bel ___ (Italian cheese),5,PAESE
114,6,19,11,19,Charm,6,ENAMOR
115,13,19,20,19,Become aware of … or a homophonic description of four letter shifts in this puzzle's grid,8,WISEUPTO
116,0,20,4,20,Partners of hinds,5,HARTS
117,6,20,11,20,Reaches,6,GETSTO
118,13,20,20,20,Comes clean,8,FESSESUP
1,0,0,0,3,"Proceeded down a lane, maybe",4,SWAM
2,1,0,1,3,Tick off,4,RILE
3,2,0,2,3,Without much thought,4,IDLY
4,3,0,3,5,Excise surgically,6,RESECT
5,4,0,4,4,Household robot from Amazon,5,ASTRO
6,5,0,5,4,Abyss,5,CHASM
7,6,0,6,2,Like some towels and topics,3,HOT
8,7,0,7,2,Put away,3,ATE
9,9,0,9,4,Big name in grills,5,WEBER
10,10,0,10,4,"___ la Cité, home of Notre-Dame",5,ILEDE
11,11,0,11,4,"Smallest country in the E.U., by area",5,MALTA
12,12,0,12,4,Stacked,5,PILED
13,13,0,13,3,"Musical artist known as the ""Queen of New Age""",4,ENYA
14,14,0,14,2,Interior secretary Haaland,3,DEB
15,16,0,16,5,Hold in custody,6,DETAIN
16,17,0,17,4,___ nous,5,ENTRE
17,18,0,18,8,Server error,9,FOOTFAULT
18,19,0,19,2,"The Liberty Tree, e.g.",3,ELM
19,20,0,20,2,"Some free housing recipients, for short",3,RAS
25,15,2,15,7,Longtime surname on late-night TV,6,OBRIEN
27,8,3,8,5,Fwy. or expy.,3,RTE
30,6,4,6,6,"Clutch, e.g.",3,BAG
31,7,4,7,7,"Name hidden in ""global economy""",4,ALEC
32,14,4,14,7,Couleur de l'océan,4,BLEU
33,19,4,19,8,Rhapsodize over,5,EXTOL
34,20,4,20,8,Caterpillar alternative,5,DEERE
35,0,5,0,10,Disruption for a poolside sunbather,6,SPLASH
36,1,5,1,10,God associated with the moon,6,APOLLO
37,2,5,2,10,American ___,6,LEAGUE
39,13,5,13,11,Marsupial that goes into shock when frightened,7,OPOSSUM
42,4,6,4,13,Kind of parking,8,CURBSIDE
43,5,6,5,11,Each,6,APIECE
44,9,6,9,10,Arab leaders,5,EMIRS
45,10,6,10,9,"""I spilled ___ remover on my dog. Now he's gone"": Steven Wright",4,SPOT
46,11,6,11,8,"Dancer Charisse of ""Singin' in the Rain""",3,CYD
47,12,6,12,8,Wizard,3,ACE
48,17,6,17,9,Sci-fi daughter of Padmé,4,LEIA
50,3,7,3,9,D as in D.C.?: Abbr.,3,DEM
52,8,7,8,10,"Some prosecutors, for short",4,ADAS
53,16,7,16,14,Primeval,8,STONEAGE
55,6,8,6,11,First name in folk,4,ARLO
59,7,9,7,15,Some wide-brimmed hats,7,PANAMAS
61,14,9,14,12,"Killer of the Night King on ""Game of Thrones""",4,ARYA
62,15,9,15,14,"___ Day, early collaborator with Prince",6,MORRIS
65,11,10,11,14,"""r u 4 real?""",5,SRSLY
66,12,10,12,13,Serving with a meze platter,4,PITA
67,18,10,18,15,It's a ball,6,SPHERE
68,19,10,19,15,Japanese honorific,6,SENSEI
69,20,10,20,15,Pries (from),6,WRESTS
70,3,11,3,14,Icky look,4,LEER
71,10,11,10,14,"Boots, helmets, rope, etc.",4,GEAR
72,17,11,17,13,Prefix with puncture,3,ACU
73,0,12,0,16,For face value,5,ATPAR
74,1,12,1,16,One-named entertainer from Spain,5,CHARO
75,2,12,2,20,Hand-held device used by Mr. Spock,9,TRICORDER
77,8,12,8,14,Lunar New Year,3,TET
78,9,12,9,14,General name for a dish?,3,TSO
81,5,13,5,18,Shade of red,6,TOMATO
82,6,13,6,16,Ticks off,4,IRES
83,13,13,13,16,"Like Juliette Gordon Low, founder of the Girl Scouts",4,DEAF
88,14,14,14,16,Fish in a poke bowl,3,AHI
91,4,15,4,20,"Unfairly takes advantage of, as a policy",6,ABUSES
92,12,15,12,17,WaPo alternative,3,NYT
93,17,15,17,20,Square figure?,6,STATUE
95,3,16,3,20,Like a tasty cake,5,MOIST
96,8,16,8,20,Ice cream treat,5,FLOAT
97,9,16,9,20,"They might hold on to their caps, for short",5,ALUMS
98,10,16,10,20,"""Failure ___ an option""",5,ISNOT
99,11,16,11,20,Back in style,5,RETRO
100,15,16,15,20,You can see right through it,5,GLASS
101,16,16,16,20,Beginning of a toast,5,HERES
103,7,17,7,20,What concealer might conceal,4,ACNE
105,18,17,18,20,Soaks (up),4,SOPS
106,19,17,19,20,"Co-author of 2016's ""The Book of Joy,"" along with the Dalai Lama",4,TUTU
107,20,17,20,20,Break … or brake,4,STOP
108,0,18,0,20,Inits. on the road,3,MPH
109,1,18,1,20,Inits. on the road,3,AAA
110,6,18,6,20,"Darkroom item, in brief",3,NEG
111,13,18,13,20,Personal ad abbr.,3,SWF
112,14,18,14,20,No-win situation,3,TIE
