number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
51,17,7,17,11,Give a heads-up,5,ALERT
53,4,8,4,12,The ___ things in life,5,FINER
54,10,8,10,12,Principle,5,TENET
55,11,8,11,11,Doesn't keep,4,ROTS
56,16,8,16,12,Chemist's container,5,FLASK
58,3,9,3,13,Is really down on,5,HATES
59,9,9,9,12,Really come down,4,POUR
61,0,10,0,14,Neighbors,5,ABUTS
62,1,10,1,14,Food often served with gari (pickled ginger),5,SUSHI
64,7,10,7,14,Backs of necks,5,NAPES
65,8,10,8,13,Frustrating device in an arcade,4,CLAW
70,15,11,15,14,Hurting,4,ACHY
73,12,12,12,15,Kind,4,SORT
74,13,12,13,20,Dressage for a horseback rider?,9,POLOSHIRT
76,19,12,19,15,Plus,4,ALSO
77,20,12,20,15,"Perceptive, as an eye",4,KEEN
79,5,13,5,17,Getting top marks on,5,ACING
80,11,13,11,20,Betray,8,BACKSTAB
81,17,13,17,16,Wool-gatherer?,4,MOTH
83,4,14,4,20,Into pieces,7,ASUNDER
84,9,14,9,20,Cacophony,7,CLANGOR
85,10,14,10,17,Mild expletive,4,HECK
86,16,14,16,18,"Ask for money, informally",5,HITUP
87,3,15,3,20,Pioneer of the Minneapolis sound,6,PRINCE
88,8,15,8,20,"Poet Gorman who wrote ""The Hill We Climb""",6,AMANDA
90,0,16,0,20,Banded rock,5,AGATE
91,1,16,1,20,Keeps a watch on?,5,TIMES
92,2,16,2,20,Stave off,5,AVERT
93,7,16,7,20,Quaint contraction,5,SHANT
95,14,16,14,20,Unusual object,5,CURIO
96,15,16,15,20,"Last name of the Boxcar Children, in children's literature",5,ALDEN
98,6,17,6,20,Consequently,4,THUS
101,19,17,19,20,Big name in elevators,4,OTIS
102,20,17,20,20,Manhattan address abbr.,4,NYNY
106,12,18,12,20,Part of a giggle,3,HEE
107,17,18,17,20,"""Sweet Dreams (___ Made of This)"" (Eurythmics hit)",3,ARE
