number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
9,10,0,10,9,Give a scathing review of a major camera brand?,10,TRASHCANON
10,11,0,11,3,Demolish,4,RAZE
11,12,0,12,4,Compound with a fruity smell,5,ESTER
12,13,0,13,2,"Had a hero, say",3,ATE
13,14,0,14,8,Mexican street food mogul?,9,TACOBARON
14,16,0,16,4,Pair of small hand drums,5,TABLA
15,17,0,17,4,Defunct company of accounting fraud fame,5,ENRON
16,18,0,18,9,"Smaug, in ""The Hobbit""?",10,MAINDRAGON
17,19,0,19,3,Send an e-message to,4,PING
18,20,0,20,3,Makes shame-y noises,4,TSKS
24,4,2,4,8,Does a fad 2010s dance,7,FLOSSES
31,15,3,15,7,Pro using cutting-edge technology?,5,ORDOC
33,3,4,3,8,Movie rating that's practically NC-17,5,HARDR
35,9,4,9,8,Political staffers,5,AIDES
37,13,4,13,6,Retreat,3,EBB
42,19,5,19,9,"""Fingers crossed!""",5,IHOPE
43,20,5,20,9,Window units,5,PANES
44,0,6,0,9,Small amounts,4,TADS
45,1,6,1,9,God whose name sounds almost like the ammunition he uses,4,EROS
46,5,6,5,11,Starts to go haywire,6,ACTSUP
48,11,6,11,10,Where 122-Across can be found,5,MILAN
50,16,6,16,10,Places for placentas,5,UTERI
51,17,6,17,10,Surrounding lights,5,HALOS
54,12,7,12,11,Movement championed by the Silence Breakers,5,METOO
57,7,8,7,12,Get rid of,5,PURGE
59,13,8,13,12,Light-headed sorts?,5,MOTHS
63,8,9,8,13,"Word after gas or ice, in astronomy",5,GIANT
65,15,9,15,14,Novelist Achebe,6,CHINUA
66,3,10,3,14,Wizard's name in books and movies,5,SNAPE
67,4,10,4,14,Spun things,5,TALES
69,9,10,9,14,Kind of patch that may create holes instead of repairing them,5,BRIAR
72,0,11,0,15,Otis and ___ (1960s R&B duo),5,CARLA
73,1,11,1,15,Disciplines,5,AREAS
74,2,11,2,20,"Response to ""Why art thou queasy?""",10,TISTHESEAS
76,10,11,10,20,What Amazon retirees enjoy most?,10,BOXINGLESS
78,14,11,14,20,Result of love at first sight?,10,HEARTSURGE
79,18,11,18,20,What a dog greets its returning family with?,10,WELCOMEWAG
80,19,11,19,14,Inter ___,4,ALIA
81,20,11,20,14,Trade jabs,4,SPAR
83,6,12,6,20,Retail takeover scheme?,9,STORECOUP
84,11,12,11,16,"Fix, as laces",5,RETIE
86,16,12,16,18,Nomad,7,DRIFTER
87,17,12,17,16,Annyeonghaseyo : Korean :: ___ : English,5,HELLO
89,5,13,5,17,Tailgating dish,5,CHILI
91,12,13,12,20,"""Tarnation!""",8,DAGNABIT
94,7,14,7,16,"Very, colloquially",3,WAY
100,13,15,13,20,Compassionate,6,HUMANE
103,3,16,3,20,Actress Davis who was the first African American to win the Triple Crown of Acting,5,VIOLA
104,4,16,4,20,Start of a guesstimate,5,IDSAY
105,8,16,8,20,Like a proverbial beaver,5,EAGER
108,19,16,19,20,Model material,5,BALSA
109,0,17,0,20,Place for a run?,4,HOSE
110,1,17,1,20,"Rainbows, e.g.",4,ARCS
112,9,17,9,20,"""___ saved!""",4,WERE
114,15,17,15,20,Large amount,4,SCAD
116,20,17,20,20,Bookstore sticker,4,USED
119,7,18,7,20,"""Euphoria"" airer",3,HBO
121,17,18,17,20,Excellent service?,3,ACE
