number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
86,6,16,8,16,Neighbor of India: Abbr.,3,PAK
87,10,16,14,16,"Having a sailor's mouth, so to speak",5,CRASS
88,16,16,19,16,Group once led by Darth Sidious,4,SITH
89,0,17,7,17,"Paintings such as ""View of Toledo""",8,ELGRECOS
91,9,17,13,17,Given name of Caligula and Augustus,5,GAIUS
92,15,17,20,17,Harshly criticize,6,LASHAT
94,0,18,12,18,Joint accounts?,13,POLICEREPORTS
96,14,18,20,18,"Québécois dish of French fries, cheese curds and gravy",7,POUTINE
97,0,19,11,19,Some limited-time offers,12,ONESHOTDEALS
98,14,19,20,19,Rhythmic pattern,7,CADENCE
99,0,20,4,20,Peevish,5,TESTY
100,6,20,10,20,"""Somewhat""",5,SORTA
101,14,20,20,20,Wee bit,7,SMIDGEN
1,0,0,0,3,Fundamentals,4,ABCS
2,1,0,1,11,Portmanteau for an extended autumn celebration,12,HALLOWEEKEND
3,2,0,2,12,Fried appetizer that resembles a blossom,13,BLOOMINGONION
4,3,0,3,7,Ebb tide feature,8,LOWWATER
5,4,0,4,4,___ child,5,INNER
6,5,0,5,3,Number in a tournament,4,SEED
7,6,0,6,2,Pink Floyd co-founder Barrett,3,SYD
8,10,0,10,4,Primary pipes,5,MAINS
9,11,0,11,3,Hebrides tongue,4,ERSE
10,12,0,12,2,"Engineering sch. in Troy, N.Y.",3,RPI
11,13,0,13,7,"""That's fine,"" in French",8,CESTBIEN
12,14,0,14,8,Making its way there,9,INTRANSIT
13,16,0,16,4,Doesn't ignore,5,HEEDS
14,17,0,17,5,"Author Susan played by Meryl Streep in 2002's ""Adaptation""",6,ORLEAN
15,18,0,18,6,"Covered, in a way",7,PAIDFOR
16,19,0,19,6,"Really hot, slangily",7,ENFUEGO
17,20,0,20,6,"Squooshes, maybe",7,STEPSON
19,9,1,9,5,Bad things to find in a tea set,5,CHIPS
20,15,1,15,3,"Lil Wayne's ""___ Carter V""",3,THA
22,8,2,8,6,Sudden pang,5,THROE
24,7,3,7,11,Worked on in tandem,9,TAGTEAMED
27,6,4,6,10,"Amusement park ride, informally",7,COASTER
28,12,4,12,12,Sort of investment purchase with a spike in popularity through social media,9,MEMESTOCK
30,0,5,0,10,Skedaddles,6,SPLITS
31,5,5,5,9,"""Oh, good ___!""",5,GRIEF
32,11,5,11,13,One might offer concessions,9,FOODSTAND
33,15,5,15,9,Early springtime woe,5,TAXES
36,4,6,4,8,Neighbor of the Q key,3,TAB
37,10,6,10,14,"Basketball legend nicknamed the ""Point God""",9,CHRISPAUL
38,16,6,16,10,Their business is picking up,5,TAXIS
41,9,7,9,15,Term for a male opera character played by a woman,9,PANTSROLE
42,17,7,17,11,"""White Teeth"" novelist Smith",5,ZADIE
45,8,8,8,16,Witticism,9,WISECRACK
47,18,8,18,20,Very little,13,NEXTTONOTHING
49,3,9,3,13,River: Ger.,5,STROM
51,13,9,13,17,Thai cuisine quality,9,SPICINESS
53,19,9,19,20,Opportunity to make things right,12,SECONDCHANCE
55,4,10,4,14,"Occupy, as a booth",5,SITAT
57,14,10,14,16,Landing sites for bees,7,STAMENS
59,20,10,20,15,"""Good Lord!""",6,SHEESH
61,5,11,5,15,Apple product,5,CIDER
63,15,11,15,15,"Elizabeth who starred in Marvel's ""WandaVision""",5,OLSEN
66,6,12,6,20,Gets there in no time?,9,TELEPORTS
68,16,12,16,14,Defensive badminton shot,3,LOB
71,7,13,7,20,"""Go right ahead!""",8,PLEASEDO
73,17,13,17,20,Removed from an exchange,8,DELISTED
74,0,14,0,20,Earthenware container for transporting heat,7,FIREPOT
75,1,14,1,20,"""No one's here but me""",7,IMALONE
76,2,14,2,20,Ornamental bracelets,7,BANGLES
78,12,14,12,18,2019 animated Christmas film nominated for an Academy Award,5,KLAUS
80,3,15,3,20,New York college known for its polls,6,MARIST
82,11,15,11,19,Southern breakfast bowlful,5,GRITS
85,4,16,4,20,"Into gadgets, say",5,TECHY
87,10,16,10,20,Soul singer Thomas,5,CARLA
88,16,16,16,20,Mecca resident,5,SAUDI
90,5,17,5,19,Boardroom V.I.P.,3,CEO
91,9,17,9,20,Parent of kids,4,GOAT
92,15,17,15,20,"Mix of sand, silt and clay",4,LOAM
93,20,17,20,20,Many a TikTok user,4,TEEN
95,8,18,8,20,"""___ my last email …""",3,PER
96,14,18,14,20,IT department inventory,3,PCS
