number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
95,5,16,5,19,Home to many Constables and Sargents,4,TATE
96,9,16,9,20,Like some whiskey barrels,5,OAKEN
97,10,16,10,20,Not be straight with,5,LIETO
99,16,16,16,20,Ninja Turtles' abode,5,SEWER
102,12,17,12,20,Came down,4,ALIT
104,17,17,17,20,"TV girl with the catchphrase ""Swiper, no swiping!""",4,DORA
105,18,17,18,20,Emulate the Cheshire cat,4,GRIN
106,19,17,19,20,Stretched (out),4,EKED
108,3,18,3,20,Classic muscle car,3,GTO
110,11,18,11,20,"Co.'s second-in-command, usually",3,COO
111,15,18,15,20,Gunpowder holder,3,KEG
